epoch,train_loss,val_loss,pck@20,lr
1,0.029366169059811684,0.02733537638225997,0.8404310941696167,0.001
2,0.02618327188001309,0.025738216413415047,0.8499119877815247,0.001
3,0.02612015214049608,0.02607135780422811,0.8457829356193542,0.001
4,0.025425242758971497,0.025358160030081928,0.8494132161140442,0.001
5,0.024589183021736263,0.024515238434699663,0.8607093095779419,0.001
6,0.024318506516646268,0.02444325253159639,0.8612496852874756,0.001
7,0.02410815368102227,0.024314397990525483,0.8603455424308777,0.001
8,0.024165782146620334,0.024488274334555128,0.8601135015487671,0.001
9,0.024040383490689675,0.02410398620325493,0.864800214767456,0.001
10,0.023818694055080414,0.023504561648158676,0.8718356490135193,0.001
11,0.02357495056925123,0.02431856590393649,0.8633281588554382,0.001
12,0.023657216484707193,0.023773633492776596,0.870633602142334,0.001
13,0.023384364251223883,0.023701955067119987,0.8706786632537842,0.001
14,0.02326928085073866,0.02325772622088156,0.8714373111724854,0.001
15,0.02300933814442663,0.023562150736491518,0.8700551390647888,0.0007
16,0.02252179730376995,0.02278774772655679,0.8783618211746216,0.0007
17,0.02242907549247629,0.022702867732906484,0.8794737458229065,0.0007
18,0.022371329607771818,0.02318996678206669,0.8769450187683105,0.0007
19,0.02260891932092997,0.02262909805394739,0.8808143138885498,0.0007
20,0.02236897900626249,0.022673644611530333,0.8807485103607178,0.0007
21,0.022103626414334537,0.022468387104748966,0.8809424638748169,0.0007
22,0.02196280909446707,0.022441700987695934,0.8822587728500366,0.0007
23,0.02191221471504306,0.02242942177412282,0.8811607360839844,0.0007
24,0.022007978047032903,0.022465228689352117,0.882106363773346,0.0007
25,0.02205909075972594,0.02267947815640633,0.8792555332183838,0.0007
26,0.022342644082823597,0.023148299821938178,0.8777798414230347,0.0007
27,0.022161127657088407,0.022508789495791333,0.8809148073196411,0.0007
28,0.0215576833397373,0.022043454189936952,0.8873369693756104,0.0007
29,0.021294739230668307,0.021977369536263534,0.8865402936935425,0.0007
30,0.02132405625084912,0.021975338418199958,0.8876487016677856,0.00049
31,0.021161181930257494,0.021934841774344682,0.8895089626312256,0.00049
32,0.021206410489326106,0.02202891469729018,0.8860795497894287,0.00049
33,0.02100937248409686,0.02185181000333027,0.88991779088974,0.00049
34,0.020884558687130562,0.021939506082687958,0.8884593844413757,0.00049
35,0.02117183565759005,0.022200216676490716,0.8853694796562195,0.00049
36,0.021384436351031138,0.02215678026654806,0.8867100477218628,0.00049
37,0.021186439535044076,0.022408336972394787,0.8801769614219666,0.00049
